inventory_id,store_id,product_id,current_stock,warehouse_stock,reorder_level,last_updated
I01248,S026,P0100,425,1340,57,2026-07-07T17:17:32.613340
I01249,S020,P0402,165,970,55,2026-07-07T17:17:32.613340
I01250,S033,P0381,11,718,36,2026-07-07T17:17:32.613340
I01251,S018,P0235,103,304,34,2026-07-07T17:17:32.613340
I01252,S017,P0497,335,1280,28,2026-07-07T17:17:32.613340
I01253,S031,P0193,149,979,33,2026-07-07T17:17:32.613340
I01254,S006,P0114,495,932,24,2026-07-07T17:17:32.613340
I01255,S036,P0143,247,682,58,2026-07-07T17:17:32.613340
I01256,S045,P0274,259,600,64,2026-07-07T17:17:32.613340
I01257,S025,P0009,254,1590,45,2026-07-07T17:17:32.613340
I01258,S026,P0488,190,1662,39,2026-07-07T17:17:32.613340
I01259,S035,P0366,55,1026,85,2026-07-07T17:17:32.613340
I01260,S015,P0296,499,150,72,2026-07-07T17:17:32.613340
I01261,S026,P0395,118,1015,25,2026-07-07T17:17:32.613340
I01262,S024,P0245,288,323,56,2026-07-07T17:17:32.613340
I01263,S042,P0160,170,394,50,2026-07-07T17:17:32.613340
I01264,S041,P0500,42,295,75,2026-07-07T17:17:32.613340
I01265,S036,P0087,106,1871,53,2026-07-07T17:17:32.613340
I01266,S032,P0304,127,271,22,2026-07-07T17:17:32.613340
I01267,S010,P0207,315,1816,34,2026-07-07T17:17:32.613340
I01268,S031,P0268,370,1819,80,2026-07-07T17:17:32.613340
I01269,S037,P0390,119,220,77,2026-07-07T17:17:32.613340
I01270,S050,P0253,129,943,55,2026-07-07T17:17:32.613340
I01271,S020,P0380,172,1808,45,2026-07-07T17:17:32.613340
I01272,S010,P0019,164,1511,22,2026-07-07T17:17:32.613340
I01273,S037,P0307,208,1884,83,2026-07-07T17:17:32.613340
I01274,S001,P0138,353,528,53,2026-07-07T17:17:32.613340
I01275,S049,P0288,406,1100,69,2026-07-07T17:17:32.613340
I01276,S035,P0256,160,1435,29,2026-07-07T17:17:32.613340
I01277,S016,P0165,236,1551,75,2026-07-07T17:17:32.613340
I01278,S031,P0264,284,1858,64,2026-07-07T17:17:32.613340
I01279,S048,P0376,41,1986,39,2026-07-07T17:17:32.613340
I01280,S007,P0218,358,258,83,2026-07-07T17:17:32.613340
I01281,S025,P0066,387,127,81,2026-07-07T17:17:32.613340
I01282,S011,P0267,383,348,24,2026-07-07T17:17:32.613340
I01283,S011,P0102,224,1881,100,2026-07-07T17:17:32.613340
I01284,S008,P0020,453,968,55,2026-07-07T17:17:32.613340
I01285,S032,P0088,320,1744,78,2026-07-07T17:17:32.613340
I01286,S034,P0250,71,1633,41,2026-07-07T17:17:32.613340
I01287,S036,P0215,204,118,95,2026-07-07T17:17:32.613340
I01288,S019,P0061,222,702,79,2026-07-07T17:17:32.613340
I01289,S047,P0473,450,1485,47,2026-07-07T17:17:32.613340
I01290,S018,P0268,165,1359,80,2026-07-07T17:17:32.613340
I01291,S024,P0289,332,439,76,2026-07-07T17:17:32.613340
I01292,S010,P0149,267,1502,86,2026-07-07T17:17:32.613340
I01293,S014,P0412,314,1563,50,2026-07-07T17:17:32.613340
I01294,S024,P0266,309,614,30,2026-07-07T17:17:32.613340
I01295,S031,P0237,107,776,58,2026-07-07T17:17:32.613340
I01296,S048,P0369,436,2000,84,2026-07-07T17:17:32.613340
I01297,S009,P0085,268,1564,88,2026-07-07T17:17:32.615342
I01298,S031,P0006,162,952,75,2026-07-07T17:17:32.615342
I01299,S012,P0077,240,237,62,2026-07-07T17:17:32.615342
I01300,S001,P0160,359,484,50,2026-07-07T17:17:32.615342
I01301,S013,P0356,48,1201,74,2026-07-07T17:17:32.615342
I01302,S030,P0170,48,225,47,2026-07-07T17:17:32.615342
I01303,S040,P0240,304,420,92,2026-07-07T17:17:32.615342
I01304,S005,P0180,325,1245,47,2026-07-07T17:17:32.615342
I01305,S015,P0177,321,128,20,2026-07-07T17:17:32.615342
I01306,S013,P0141,145,1780,82,2026-07-07T17:17:32.615342
I01307,S028,P0300,373,726,60,2026-07-07T17:17:32.615342
I01308,S024,P0320,392,925,76,2026-07-07T17:17:32.615342
I01309,S017,P0288,277,1413,69,2026-07-07T17:17:32.615342
I01310,S043,P0104,39,1313,56,2026-07-07T17:17:32.615342
I01311,S010,P0053,374,543,56,2026-07-07T17:17:32.615342
I01312,S018,P0092,134,1254,63,2026-07-07T17:17:32.615342
I01313,S007,P0065,408,1169,62,2026-07-07T17:17:32.615342
I01314,S038,P0331,392,884,71,2026-07-07T17:17:32.615342
I01315,S022,P0295,395,1847,60,2026-07-07T17:17:32.615342
I01316,S038,P0310,141,1753,50,2026-07-07T17:17:32.615342
I01317,S048,P0447,315,1469,72,2026-07-07T17:17:32.615342
I01318,S031,P0108,86,105,50,2026-07-07T17:17:32.615342
I01319,S015,P0111,46,1745,51,2026-07-07T17:17:32.615342
I01320,S040,P0076,73,437,86,2026-07-07T17:17:32.615342
I01321,S031,P0448,0,762,99,2026-07-07T17:17:32.615342
I01322,S005,P0459,496,206,62,2026-07-07T17:17:32.615342
I01323,S009,P0262,413,1000,84,2026-07-07T17:17:32.615342
I01324,S028,P0341,241,769,65,2026-07-07T17:17:32.615342
I01325,S020,P0257,389,340,84,2026-07-07T17:17:32.615342
I01326,S016,P0287,201,872,31,2026-07-07T17:17:32.615342
I01327,S050,P0198,361,1071,41,2026-07-07T17:17:32.615342
I01328,S023,P0160,429,1169,50,2026-07-07T17:17:32.615342
I01329,S021,P0272,40,1908,48,2026-07-07T17:17:32.615342
I01330,S039,P0432,109,440,83,2026-07-07T17:17:32.615342
I01331,S041,P0427,142,1556,65,2026-07-07T17:17:32.615342
I01332,S010,P0431,223,1247,20,2026-07-07T17:17:32.615342
I01333,S029,P0251,355,1715,49,2026-07-07T17:17:32.615342
I01334,S017,P0351,61,1242,74,2026-07-07T17:17:32.615342
I01335,S028,P0334,178,464,32,2026-07-07T17:17:32.615342
I01336,S002,P0444,187,1851,35,2026-07-07T17:17:32.615342
I01337,S030,P0395,343,808,25,2026-07-07T17:17:32.615342
I01338,S047,P0218,109,1363,83,2026-07-07T17:17:32.615342
I01339,S036,P0449,471,491,33,2026-07-07T17:17:32.615342
I01340,S025,P0192,91,1631,44,2026-07-07T17:17:32.615342
I01341,S001,P0101,226,839,65,2026-07-07T17:17:32.615342
I01342,S034,P0100,2,1300,57,2026-07-07T17:17:32.615342
I01343,S020,P0169,48,1965,68,2026-07-07T17:17:32.615342
I01344,S024,P0469,129,1129,46,2026-07-07T17:17:32.615342
I01345,S001,P0311,139,168,30,2026-07-07T17:17:32.615342
I01346,S042,P0141,328,1080,82,2026-07-07T17:17:32.615342
I01347,S026,P0023,356,1542,59,2026-07-07T17:17:32.615342
I01348,S017,P0141,320,217,82,2026-07-07T17:17:32.615342
I01349,S037,P0422,15,1867,53,2026-07-07T17:17:32.615342
I01350,S046,P0475,241,1344,25,2026-07-07T17:17:32.615342
I01351,S041,P0233,251,455,58,2026-07-07T17:17:32.615342
I01352,S031,P0384,447,1426,67,2026-07-07T17:17:32.615342
I01353,S049,P0280,413,312,72,2026-07-07T17:17:32.615342
I01354,S003,P0190,14,1355,28,2026-07-07T17:17:32.615342
I01355,S046,P0079,361,1607,88,2026-07-07T17:17:32.615342
I01356,S012,P0446,435,369,27,2026-07-07T17:17:32.615342
I01357,S006,P0215,427,1832,95,2026-07-07T17:17:32.615342
I01358,S008,P0029,227,1405,97,2026-07-07T17:17:32.615342
I01359,S046,P0032,160,299,24,2026-07-07T17:17:32.615342
I01360,S035,P0143,436,497,58,2026-07-07T17:17:32.615342
I01361,S042,P0315,377,134,67,2026-07-07T17:17:32.615342
I01362,S022,P0429,344,1837,44,2026-07-07T17:17:32.615342
I01363,S021,P0460,363,446,29,2026-07-07T17:17:32.615342
I01364,S038,P0370,483,850,35,2026-07-07T17:17:32.615342
I01365,S034,P0008,481,1460,59,2026-07-07T17:17:32.615342
I01366,S026,P0214,428,1467,96,2026-07-07T17:17:32.615342
I01367,S043,P0032,33,495,24,2026-07-07T17:17:32.615342
I01368,S049,P0257,75,1592,84,2026-07-07T17:17:32.615342
I01369,S018,P0043,88,1008,35,2026-07-07T17:17:32.615342
I01370,S003,P0142,311,506,20,2026-07-07T17:17:32.615342
I01371,S045,P0259,209,454,24,2026-07-07T17:17:32.615342
I01372,S041,P0383,431,1815,50,2026-07-07T17:17:32.615342
I01373,S001,P0160,140,1248,50,2026-07-07T17:17:32.615342
I01374,S023,P0061,174,1054,79,2026-07-07T17:17:32.615342
I01375,S037,P0429,356,276,44,2026-07-07T17:17:32.615342
I01376,S037,P0477,237,280,53,2026-07-07T17:17:32.615342
I01377,S008,P0471,46,473,87,2026-07-07T17:17:32.615342
I01378,S047,P0045,95,750,41,2026-07-07T17:17:32.615342
I01379,S038,P0321,494,141,53,2026-07-07T17:17:32.615342
I01380,S050,P0087,403,121,53,2026-07-07T17:17:32.615342
I01381,S014,P0327,191,1042,39,2026-07-07T17:17:32.615342
I01382,S006,P0450,370,605,36,2026-07-07T17:17:32.615342
I01383,S020,P0429,348,1415,44,2026-07-07T17:17:32.615342
I01384,S013,P0383,386,1611,50,2026-07-07T17:17:32.615342
I01385,S009,P0159,27,876,80,2026-07-07T17:17:32.615342
I01386,S046,P0147,91,671,69,2026-07-07T17:17:32.615342
I01387,S009,P0290,161,947,34,2026-07-07T17:17:32.615342
I01388,S015,P0428,96,658,21,2026-07-07T17:17:32.615342
I01389,S013,P0091,151,631,95,2026-07-07T17:17:32.615342
I01390,S045,P0226,135,289,32,2026-07-07T17:17:32.615342
I01391,S032,P0182,296,844,78,2026-07-07T17:17:32.615342
I01392,S023,P0396,328,1171,82,2026-07-07T17:17:32.615342
I01393,S029,P0425,323,1507,82,2026-07-07T17:17:32.615342
I01394,S011,P0019,486,1809,22,2026-07-07T17:17:32.615342
I01395,S038,P0198,79,1201,41,2026-07-07T17:17:32.615342
I01396,S037,P0108,359,988,50,2026-07-07T17:17:32.615342
I01397,S023,P0331,415,1496,71,2026-07-07T17:17:32.615342
I01398,S019,P0107,175,1532,69,2026-07-07T17:17:32.615342
I01399,S033,P0283,424,1621,53,2026-07-07T17:17:32.615342
I01400,S018,P0047,262,1683,43,2026-07-07T17:17:32.615342
I01401,S014,P0133,111,1057,43,2026-07-07T17:17:32.615342
I01402,S017,P0017,472,336,31,2026-07-07T17:17:32.615342
I01403,S034,P0338,323,481,81,2026-07-07T17:17:32.615342
I01404,S031,P0072,239,1301,58,2026-07-07T17:17:32.615342
I01405,S021,P0191,288,873,88,2026-07-07T17:17:32.615342
I01406,S043,P0302,461,169,37,2026-07-07T17:17:32.615342
I01407,S021,P0360,53,1389,69,2026-07-07T17:17:32.615342
I01408,S023,P0446,461,116,27,2026-07-07T17:17:32.615342
I01409,S011,P0216,243,785,91,2026-07-07T17:17:32.615342
I01410,S022,P0332,462,305,46,2026-07-07T17:17:32.615342
I01411,S012,P0468,183,727,61,2026-07-07T17:17:32.615342
I01412,S011,P0240,279,481,92,2026-07-07T17:17:32.615342
I01413,S049,P0012,224,1757,86,2026-07-07T17:17:32.615342
I01414,S040,P0234,303,1279,49,2026-07-07T17:17:32.615342
I01415,S045,P0223,374,917,94,2026-07-07T17:17:32.615342
I01416,S031,P0428,124,617,21,2026-07-07T17:17:32.615342
I01417,S047,P0192,307,791,44,2026-07-07T17:17:32.615342
I01418,S031,P0348,205,714,58,2026-07-07T17:17:32.615342
I01419,S003,P0498,475,1896,79,2026-07-07T17:17:32.615342
I01420,S015,P0391,478,1944,70,2026-07-07T17:17:32.615342
I01421,S033,P0056,215,972,55,2026-07-07T17:17:32.615342
I01422,S050,P0138,488,1282,53,2026-07-07T17:17:32.615342
I01423,S026,P0304,14,435,22,2026-07-07T17:17:32.615342
I01424,S033,P0086,472,715,78,2026-07-07T17:17:32.615342
I01425,S039,P0495,357,1173,59,2026-07-07T17:17:32.615342
I01426,S013,P0488,497,1263,39,2026-07-07T17:17:32.615342
I01427,S049,P0072,66,1458,58,2026-07-07T17:17:32.615342
I01428,S022,P0404,491,210,26,2026-07-07T17:17:32.615342
I01429,S006,P0159,405,1668,80,2026-07-07T17:17:32.615342
I01430,S010,P0411,177,1039,60,2026-07-07T17:17:32.615342
I01431,S026,P0085,235,101,88,2026-07-07T17:17:32.615342
I01432,S043,P0076,102,1908,86,2026-07-07T17:17:32.615342
I01433,S012,P0155,157,264,25,2026-07-07T17:17:32.615342
I01434,S012,P0121,439,516,76,2026-07-07T17:17:32.615342
I01435,S028,P0047,370,601,43,2026-07-07T17:17:32.615342
I01436,S010,P0351,284,1831,74,2026-07-07T17:17:32.615342
I01437,S050,P0192,2,1077,44,2026-07-07T17:17:32.615342
I01438,S011,P0177,51,1064,20,2026-07-07T17:17:32.615342
I01439,S036,P0352,201,1531,82,2026-07-07T17:17:32.615342
I01440,S014,P0468,241,1468,61,2026-07-07T17:17:32.615342
I01441,S025,P0426,237,1546,88,2026-07-07T17:17:32.615342
I01442,S016,P0391,469,296,70,2026-07-07T17:17:32.615342
I01443,S025,P0066,162,1662,81,2026-07-07T17:17:32.615342
I01444,S009,P0205,395,769,57,2026-07-07T17:17:32.615342
I01445,S019,P0420,345,1595,92,2026-07-07T17:17:32.615342
I01446,S028,P0306,201,1193,41,2026-07-07T17:17:32.615342
I01447,S005,P0178,250,1471,74,2026-07-07T17:17:32.615342
I01448,S048,P0497,300,155,28,2026-07-07T17:17:32.615342
I01449,S015,P0454,311,464,38,2026-07-07T17:17:32.615342
I01450,S050,P0121,188,841,76,2026-07-07T17:17:32.615342
I01451,S022,P0257,421,103,84,2026-07-07T17:17:32.615342
I01452,S040,P0307,384,915,83,2026-07-07T17:17:32.615342
I01453,S005,P0331,117,382,71,2026-07-07T17:17:32.615342
I01454,S032,P0097,22,532,38,2026-07-07T17:17:32.615342
I01455,S020,P0223,47,795,94,2026-07-07T17:17:32.615342
I01456,S025,P0335,92,971,92,2026-07-07T17:17:32.615342
I01457,S010,P0146,159,892,44,2026-07-07T17:17:32.615342
I01458,S044,P0421,246,171,91,2026-07-07T17:17:32.615342
I01459,S017,P0491,488,963,97,2026-07-07T17:17:32.615342
I01460,S012,P0084,203,1497,96,2026-07-07T17:17:32.615342
I01461,S034,P0428,54,1052,21,2026-07-07T17:17:32.615342
I01462,S006,P0178,351,1600,74,2026-07-07T17:17:32.615342
I01463,S007,P0336,441,928,75,2026-07-07T17:17:32.615342
I01464,S001,P0083,163,363,26,2026-07-07T17:17:32.615342
I01465,S037,P0260,196,1505,82,2026-07-07T17:17:32.615342
I01466,S030,P0006,248,1439,75,2026-07-07T17:17:32.615342
I01467,S043,P0206,216,1679,63,2026-07-07T17:17:32.615342
I01468,S004,P0156,217,629,73,2026-07-07T17:17:32.615342
I01469,S048,P0325,59,1336,93,2026-07-07T17:17:32.615342
I01470,S029,P0258,190,1699,24,2026-07-07T17:17:32.615342
I01471,S031,P0365,171,1828,82,2026-07-07T17:17:32.615342
I01472,S035,P0498,186,328,79,2026-07-07T17:17:32.615342
I01473,S012,P0218,272,1655,83,2026-07-07T17:17:32.615342
I01474,S025,P0446,345,263,27,2026-07-07T17:17:32.615342
I01475,S010,P0004,172,1549,37,2026-07-07T17:17:32.615342
I01476,S038,P0133,101,1154,43,2026-07-07T17:17:32.615342
I01477,S040,P0373,446,1031,37,2026-07-07T17:17:32.615342
I01478,S028,P0025,237,676,87,2026-07-07T17:17:32.615342
I01479,S003,P0063,444,1102,52,2026-07-07T17:17:32.615342
I01480,S030,P0188,25,1921,34,2026-07-07T17:17:32.615342
I01481,S039,P0352,189,616,82,2026-07-07T17:17:32.615342
I01482,S028,P0173,345,706,63,2026-07-07T17:17:32.615342
I01483,S050,P0420,12,1211,92,2026-07-07T17:17:32.615342
I01484,S018,P0092,150,830,63,2026-07-07T17:17:32.615342
I01485,S027,P0009,228,764,45,2026-07-07T17:17:32.615342
I01486,S020,P0326,18,1320,62,2026-07-07T17:17:32.615342
I01487,S008,P0183,374,174,20,2026-07-07T17:17:32.615342
I01488,S035,P0379,202,609,99,2026-07-07T17:17:32.615342
I01489,S012,P0044,273,293,69,2026-07-07T17:17:32.615342
I01490,S009,P0373,74,1396,37,2026-07-07T17:17:32.615342
I01491,S032,P0221,457,662,66,2026-07-07T17:17:32.615342
I01492,S023,P0498,234,1511,79,2026-07-07T17:17:32.615342
I01493,S040,P0125,470,1790,32,2026-07-07T17:17:32.615342
I01494,S047,P0421,268,1265,91,2026-07-07T17:17:32.615342
I01495,S030,P0021,39,768,48,2026-07-07T17:17:32.615342
I01496,S024,P0020,75,1347,55,2026-07-07T17:17:32.615342
I01497,S047,P0327,415,1906,39,2026-07-07T17:17:32.615342
I01498,S007,P0196,262,1585,86,2026-07-07T17:17:32.615342
I01499,S006,P0173,474,1404,63,2026-07-07T17:17:32.615342
I01500,S048,P0155,216,920,25,2026-07-07T17:17:32.615342
I01501,S002,P0095,486,1629,59,2026-07-07T17:17:32.615342
I01502,S017,P0370,334,1621,35,2026-07-07T17:17:32.615342
I01503,S006,P0429,467,987,44,2026-07-07T17:17:32.615342
I01504,S008,P0407,98,1269,63,2026-07-07T17:17:32.615342
I01505,S017,P0156,315,1152,73,2026-07-07T17:17:32.615342
I01506,S035,P0438,406,599,73,2026-07-07T17:17:32.615342
I01507,S045,P0410,25,866,98,2026-07-07T17:17:32.615342
I01508,S037,P0243,110,1657,65,2026-07-07T17:17:32.615342
I01509,S028,P0141,382,1510,82,2026-07-07T17:17:32.615342
I01510,S050,P0096,141,1127,83,2026-07-07T17:17:32.615342
I01511,S043,P0024,309,916,94,2026-07-07T17:17:32.615342
I01512,S012,P0348,145,658,58,2026-07-07T17:17:32.615342
I01513,S001,P0209,106,138,22,2026-07-07T17:17:32.615342
I01514,S027,P0337,66,662,39,2026-07-07T17:17:32.615342
I01515,S018,P0237,306,1718,58,2026-07-07T17:17:32.615342
I01516,S041,P0163,49,553,79,2026-07-07T17:17:32.615342
I01517,S015,P0010,363,764,38,2026-07-07T17:17:32.615342
I01518,S015,P0033,313,689,45,2026-07-07T17:17:32.615342
I01519,S047,P0365,311,1793,82,2026-07-07T17:17:32.615342
I01520,S030,P0302,215,1400,37,2026-07-07T17:17:32.615342
I01521,S039,P0169,277,896,68,2026-07-07T17:17:32.615342
I01522,S031,P0477,285,125,53,2026-07-07T17:17:32.615342
I01523,S022,P0175,163,809,95,2026-07-07T17:17:32.615342
I01524,S029,P0078,236,1849,22,2026-07-07T17:17:32.615342
I01525,S048,P0256,107,1190,29,2026-07-07T17:17:32.615342
I01526,S045,P0088,344,898,78,2026-07-07T17:17:32.615342
I01527,S017,P0207,16,1453,34,2026-07-07T17:17:32.615342
I01528,S037,P0496,40,1393,45,2026-07-07T17:17:32.615342
I01529,S032,P0288,176,270,69,2026-07-07T17:17:32.615342
I01530,S014,P0383,271,856,50,2026-07-07T17:17:32.615342
I01531,S020,P0150,384,745,24,2026-07-07T17:17:32.615342
I01532,S029,P0346,239,160,81,2026-07-07T17:17:32.615342
I01533,S010,P0320,299,441,76,2026-07-07T17:17:32.615342
I01534,S040,P0181,289,983,59,2026-07-07T17:17:32.615342
I01535,S027,P0392,11,1638,73,2026-07-07T17:17:32.615342
I01536,S019,P0285,380,1105,31,2026-07-07T17:17:32.615342
I01537,S016,P0193,471,1200,33,2026-07-07T17:17:32.615342
I01538,S009,P0194,310,1840,86,2026-07-07T17:17:32.615342
I01539,S008,P0050,202,547,51,2026-07-07T17:17:32.615342
I01540,S014,P0057,292,692,27,2026-07-07T17:17:32.615342
I01541,S012,P0443,81,1670,29,2026-07-07T17:17:32.615342
I01542,S050,P0377,205,1226,90,2026-07-07T17:17:32.615342
I01543,S027,P0181,384,545,59,2026-07-07T17:17:32.615342
I01544,S027,P0462,306,671,42,2026-07-07T17:17:32.615342
I01545,S021,P0395,185,1390,25,2026-07-07T17:17:32.615342
I01546,S007,P0341,452,1506,65,2026-07-07T17:17:32.615342
I01547,S041,P0391,325,750,70,2026-07-07T17:17:32.615342
I01548,S033,P0275,272,903,89,2026-07-07T17:17:32.615342
I01549,S015,P0440,206,1113,45,2026-07-07T17:17:32.615342
I01550,S049,P0238,146,1791,43,2026-07-07T17:17:32.615342
I01551,S029,P0081,473,1888,60,2026-07-07T17:17:32.615342
I01552,S012,P0205,147,106,57,2026-07-07T17:17:32.615342
I01553,S035,P0425,171,1662,82,2026-07-07T17:17:32.615342
I01554,S030,P0336,88,1499,75,2026-07-07T17:17:32.615342
I01555,S007,P0197,297,1437,95,2026-07-07T17:17:32.615342
I01556,S027,P0499,214,940,58,2026-07-07T17:17:32.615342
I01557,S013,P0326,14,1367,62,2026-07-07T17:17:32.615342
I01558,S015,P0071,312,1369,24,2026-07-07T17:17:32.615342
I01559,S033,P0042,306,1268,45,2026-07-07T17:17:32.615342
I01560,S047,P0210,484,146,44,2026-07-07T17:17:32.615342
I01561,S021,P0313,127,440,91,2026-07-07T17:17:32.615342
I01562,S037,P0321,241,1501,53,2026-07-07T17:17:32.615342
I01563,S006,P0488,189,146,39,2026-07-07T17:17:32.615342
I01564,S048,P0308,452,1717,83,2026-07-07T17:17:32.615342
I01565,S042,P0200,282,1147,56,2026-07-07T17:17:32.615342
I01566,S013,P0436,467,430,26,2026-07-07T17:17:32.615342
I01567,S030,P0189,370,1891,48,2026-07-07T17:17:32.615342
I01568,S016,P0090,241,1559,33,2026-07-07T17:17:32.615342
I01569,S013,P0166,67,700,42,2026-07-07T17:17:32.615342
I01570,S005,P0458,15,523,20,2026-07-07T17:17:32.615342
I01571,S037,P0237,235,601,58,2026-07-07T17:17:32.615342
I01572,S044,P0309,227,595,44,2026-07-07T17:17:32.615342
I01573,S012,P0499,236,1124,58,2026-07-07T17:17:32.615342
I01574,S042,P0057,411,1337,27,2026-07-07T17:17:32.615342
I01575,S022,P0447,471,1961,72,2026-07-07T17:17:32.615342
I01576,S011,P0126,236,1578,54,2026-07-07T17:17:32.615342
I01577,S005,P0004,383,166,37,2026-07-07T17:17:32.615342
I01578,S044,P0347,208,1875,82,2026-07-07T17:17:32.615342
I01579,S034,P0241,441,889,44,2026-07-07T17:17:32.615342
I01580,S005,P0401,213,632,72,2026-07-07T17:17:32.615342
I01581,S046,P0276,61,1565,90,2026-07-07T17:17:32.615342
I01582,S050,P0311,331,1193,30,2026-07-07T17:17:32.615342
I01583,S046,P0013,224,1084,22,2026-07-07T17:17:32.615342
I01584,S047,P0031,149,1762,67,2026-07-07T17:17:32.615342
I01585,S026,P0425,421,1585,82,2026-07-07T17:17:32.615342
I01586,S050,P0021,186,918,48,2026-07-07T17:17:32.615342
I01587,S046,P0475,261,1388,25,2026-07-07T17:17:32.615342
I01588,S042,P0226,219,1712,32,2026-07-07T17:17:32.615342
I01589,S008,P0054,74,1834,94,2026-07-07T17:17:32.615342
I01590,S017,P0389,422,1287,72,2026-07-07T17:17:32.615342
I01591,S049,P0406,57,1578,76,2026-07-07T17:17:32.615342
I01592,S011,P0188,211,1444,34,2026-07-07T17:17:32.615342
I01593,S022,P0073,467,597,45,2026-07-07T17:17:32.615342
I01594,S031,P0108,135,298,50,2026-07-07T17:17:32.615342
I01595,S022,P0329,355,251,77,2026-07-07T17:17:32.615342
I01596,S030,P0461,363,1106,100,2026-07-07T17:17:32.615342
I01597,S049,P0126,387,632,54,2026-07-07T17:17:32.615342
I01598,S022,P0152,352,1010,41,2026-07-07T17:17:32.615342
I01599,S022,P0404,230,1532,26,2026-07-07T17:17:32.615342
I01600,S017,P0291,140,1317,66,2026-07-07T17:17:32.615342
I01601,S003,P0390,71,403,77,2026-07-07T17:17:32.615342
I01602,S034,P0148,13,552,63,2026-07-07T17:17:32.615342
I01603,S024,P0289,185,1561,76,2026-07-07T17:17:32.615342
I01604,S019,P0158,483,1566,20,2026-07-07T17:17:32.615342
I01605,S011,P0291,324,724,66,2026-07-07T17:17:32.615342
I01606,S031,P0366,225,1478,85,2026-07-07T17:17:32.615342
I01607,S019,P0080,380,1749,21,2026-07-07T17:17:32.615342
I01608,S045,P0066,75,1344,81,2026-07-07T17:17:32.615342
I01609,S019,P0440,196,626,45,2026-07-07T17:17:32.615342
I01610,S041,P0117,14,1842,52,2026-07-07T17:17:32.615342
I01611,S014,P0299,155,403,100,2026-07-07T17:17:32.615342
I01612,S038,P0007,132,845,66,2026-07-07T17:17:32.615342
I01613,S047,P0261,381,1882,82,2026-07-07T17:17:32.615342
I01614,S034,P0208,244,1366,31,2026-07-07T17:17:32.615342
I01615,S011,P0498,176,1418,79,2026-07-07T17:17:32.615342
I01616,S010,P0301,436,1126,36,2026-07-07T17:17:32.615342
I01617,S021,P0268,191,874,80,2026-07-07T17:17:32.615342
I01618,S032,P0332,86,1883,46,2026-07-07T17:17:32.615342
I01619,S034,P0247,89,1091,72,2026-07-07T17:17:32.615342
I01620,S025,P0008,342,232,59,2026-07-07T17:17:32.615342
I01621,S022,P0116,158,522,99,2026-07-07T17:17:32.615342
I01622,S015,P0077,142,1346,62,2026-07-07T17:17:32.615342
I01623,S050,P0374,404,344,23,2026-07-07T17:17:32.615342
I01624,S042,P0101,182,1121,65,2026-07-07T17:17:32.615342
I01625,S030,P0292,467,1407,24,2026-07-07T17:17:32.615342
I01626,S001,P0431,382,1832,20,2026-07-07T17:17:32.615342
I01627,S034,P0460,116,1618,29,2026-07-07T17:17:32.615342
I01628,S013,P0187,340,167,28,2026-07-07T17:17:32.615342
I01629,S026,P0321,50,774,53,2026-07-07T17:17:32.615342
I01630,S033,P0035,138,1233,68,2026-07-07T17:17:32.615342
I01631,S035,P0434,379,1201,53,2026-07-07T17:17:32.615342
I01632,S006,P0497,408,214,28,2026-07-07T17:17:32.615342
I01633,S029,P0291,267,607,66,2026-07-07T17:17:32.615342
I01634,S016,P0132,408,1614,36,2026-07-07T17:17:32.615342
I01635,S012,P0354,479,1432,83,2026-07-07T17:17:32.615342
I01636,S016,P0117,353,1569,52,2026-07-07T17:17:32.615342
I01637,S030,P0091,20,1347,95,2026-07-07T17:17:32.615342
I01638,S018,P0283,142,287,53,2026-07-07T17:17:32.615342
I01639,S048,P0098,375,1801,45,2026-07-07T17:17:32.615342
I01640,S005,P0464,462,371,68,2026-07-07T17:17:32.615342
I01641,S034,P0156,31,525,73,2026-07-07T17:17:32.615342
I01642,S015,P0125,299,1659,32,2026-07-07T17:17:32.615342
I01643,S038,P0245,237,301,56,2026-07-07T17:17:32.615342
I01644,S035,P0452,400,204,85,2026-07-07T17:17:32.615342
I01645,S021,P0405,324,249,88,2026-07-07T17:17:32.615342
I01646,S013,P0245,59,1005,56,2026-07-07T17:17:32.615342
I01647,S006,P0244,101,304,60,2026-07-07T17:17:32.615342
I01648,S035,P0302,110,1325,37,2026-07-07T17:17:32.615342
I01649,S032,P0154,291,119,61,2026-07-07T17:17:32.615342
I01650,S038,P0221,440,1953,66,2026-07-07T17:17:32.615342
I01651,S008,P0369,453,1006,84,2026-07-07T17:17:32.615342
I01652,S050,P0330,99,1306,61,2026-07-07T17:17:32.615342
I01653,S041,P0315,386,1034,67,2026-07-07T17:17:32.615342
I01654,S001,P0129,386,933,72,2026-07-07T17:17:32.615342
I01655,S039,P0139,252,1392,77,2026-07-07T17:17:32.615342
I01656,S012,P0169,259,1089,68,2026-07-07T17:17:32.615342
I01657,S033,P0146,487,1421,44,2026-07-07T17:17:32.615342
I01658,S020,P0136,444,1189,76,2026-07-07T17:17:32.615342
I01659,S016,P0175,140,1488,95,2026-07-07T17:17:32.615342
I01660,S036,P0258,158,1381,24,2026-07-07T17:17:32.615342
I01661,S029,P0058,500,1649,97,2026-07-07T17:17:32.615342
I01662,S012,P0250,3,753,41,2026-07-07T17:17:32.615342
I01663,S033,P0241,253,434,44,2026-07-07T17:17:32.615342
